,sim,sim_std,obs
2006-09-30,3.169999472811216,1.0572786425195424,
2006-10-01,3.180256628784842,1.0556141971831425,
2006-10-02,3.1914090371828547,1.0538495966430705,
2006-10-03,3.202531948840436,1.0520901928227746,
2006-10-04,3.2154301670582255,1.0500666474994051,
2006-10-05,3.228064305063257,1.048031132044459,
2006-10-06,3.2391417979957637,1.0460754796403604,
2006-10-07,3.250249427366304,1.044199081918955,
2006-10-08,3.257189023955801,1.042736551634008,
2006-10-09,3.2649434711193632,1.0405495391055388,
2006-10-10,3.2732441596222497,1.0382541265406788,
2006-10-11,3.2811840144669024,1.0359997773844944,
2006-10-12,3.288006616121652,1.0339136098931427,
2006-10-13,3.29728328950677,1.0314975061101372,
2006-10-14,3.305911715459284,1.0291741570667332,
2006-10-15,3.3149899813800134,1.0267241098242397,
